7.490802376947249819e+00,1.711285751537849009e+01
1.161672243363989221e+00,1.559117062394883391e+01
6.084844859190754462e+00,9.445615769380280469e+00
9.121399684340719460e+00,1.413316730507424523e+01
3.993475643167194722e+00,9.256219891445008230e+00
2.440764696895576513e+00,8.913184382002864226e+00
6.234221521788219533e+00,9.361224381200594635e+00
5.618690193747615247e+00,9.768529496848472604e+00
6.285837137346850234e-01,1.145538740274804645e+01
6.287119621526533919e+00,9.154272440964650315e+00
8.207658460712593751e+00,1.359992049377487611e+01
2.897897441824461851e+00,8.810149684996133601e+00
1.805795401088166052e+00,1.503544492060628279e+01
8.155028310952783244e-01,1.063607297738835200e+01
1.862055356117984228e+00,1.614988364315988179e+01
3.232574281892275359e+00,1.617397539348742797e+01
2.029430857320642101e+00,1.194303184394500406e+01
3.389854933721849761e+00,1.002242272425030301e+01
2.801680304730480575e+00,9.329933742547261488e+00
2.541210253037695654e+00,9.400378680986477775e+00
7.970094687947469225e+00,1.108530176493989572e+01
7.492252292529424373e+00,1.126547848285625442e+01
1.411374948008596864e+00,1.156354700771368016e+01
7.763398524130438183e+00,1.157918793196235718e+01
1.888859215118567914e+00,1.229412192149442262e+01
6.816070805060356896e+00,1.675363186086416434e+01
2.062477376718652167e+00,1.624595232023219893e+01
6.400992020612235045e+00,1.611941811293160853e+01
6.386272751808297343e+00,1.710111540691448795e+01
1.151175200332885673e+00,9.891519881827239402e+00
8.830610027467539425e+00,1.597867528964939510e+01
1.682136122299948688e+00,1.261744436626415933e+01
1.455260127283870553e+00,1.479348106722641276e+01
8.484440184939526119e+00,1.631437893170524944e+01
2.223949646123026813e+00,8.867251877235464264e+00
4.471916770389052331e+00,1.733800570993100365e+01
1.475931294707977237e+00,9.969377119223773676e+00
9.090821295355464571e+00,1.129604544151314194e+01
9.113135055714259636e+00,1.116238676042766187e+01
1.127509933018542299e+00,1.556500277259095810e+01
7.011751176131939545e+00,1.061851836338339616e+01
7.930855646425403194e+00,1.119756060410172260e+01
2.941469618580758727e+00,1.667857725290689785e+01
7.862427968219787289e-01,1.438938718036276754e+01
7.409442055827639706e+00,8.721413733438383886e+00
9.250694322662958768e+00,1.345447688640761719e+01
2.395242636385024326e+00,1.602949105331811097e+01
1.738405761748473832e+00,9.667917752733860226e+00
3.467471905895096462e+00,1.614177764327565257e+01
1.604674913232844169e+00,9.441205012264584084e+00
2.296736494784070715e+00,1.099116076394938624e+01
3.087254305484046224e+00,8.660521833386715329e+00
6.977365330859905512e+00,1.673152459646086498e+01
1.329925347335549901e+00,1.334017168722106206e+01
7.176609682470049378e+00,1.578960973463594897e+01
7.848902148452707728e+00,1.469878991048838834e+01
4.644253902936346101e+00,1.619234231894223086e+01
7.677824427464228663e+00,9.783951500051795591e+00
2.337960814167281409e+00,1.691697822504255200e+01
2.212634739104144543e+00,1.523614125122132812e+01
3.631954336028513364e+00,1.635211010400530895e+01
3.067028062321603965e+00,1.055213697630235004e+01
8.482613426047720395e+00,1.325599624124501119e+01
2.493253624065336904e+00,1.657515388711270177e+01
4.492096458799639258e+00,8.143911290388480495e+00
2.618891317666727225e-01,1.194367269630079065e+01
3.560719337395028550e+00,1.729926571445019334e+01
1.341529547768549602e+00,1.349928846718520070e+01
4.198111861911715259e+00,1.616497720993284659e+01
8.015261217506520097e+00,1.007352596354792240e+01
5.862954605220265236e+00,1.613404473338015421e+01
8.428491011849958525e+00,1.606809079938554774e+01
5.889315190838352976e+00,1.707215952531882053e+01
5.373547187698921590e+00,9.749415863895604772e+00
2.787121481456482641e+00,1.502874426238738437e+01
2.355021657802822688e+00,1.037729655925656402e+01
5.481104413744120052e+00,9.975204045284280951e+00
2.737712601376145471e+00,1.620033555326589081e+01
3.507425572468991781e+00,1.645941502664927469e+01
1.655973358502529358e+00,1.085673797039498822e+01
3.702658576772392962e+00,9.754217052810446376e+00
4.993360177183719273e+00,8.809649345576527679e+00
4.424188836392044522e+00,1.777802414393964625e+01
3.611506902546670617e+00,1.022301414994733015e+01
7.401526943098524214e-01,1.073285781267695427e+01
1.539064032584183117e+00,1.253319796580651513e+01
9.597512406078177349e+00,1.129509833793066065e+01
8.427140045541403168e+00,1.327648142860004654e+01
4.365077757301283334e+00,1.709930131110405682e+01
8.351615515698567194e+00,1.582412953611896356e+01
4.476352296452461133e+00,9.665539612081444076e+00
1.829736747955097442e+00,1.579429552734684705e+01
3.172102105861474008e+00,1.585567366558071178e+01
2.050194559813585116e+00,1.687011277025612088e+01
1.347012029375433961e+00,1.047906828317291961e+01
9.148406762502570011e-01,1.568766251074277207e+01
9.772863808093315896e+00,1.386733352054027790e+01
5.472533325633317958e+00,1.794824100283879886e+01
1.647620912316853925e+00,1.224898743734483553e+01
8.394546338522445694e+00,1.149346705795353962e+01
4.010494534006734391e+00,8.848701841345864239e+00
1.284178741502681742e+00,1.047548523445917823e+01
6.207239178471475327e+00,8.193962683472420849e+00
4.840900317250548923e+00,1.775992667880863607e+01
2.849910858030264560e+00,8.979986762124408273e+00
6.529226164879837313e+00,9.318809580924805047e+00
1.602296927693502848e+00,1.610669980908949839e+01
9.046365690366002354e+00,1.158439851353744920e+01
4.569094826625974548e+00,1.793401048902135386e+01
5.153657770224273627e+00,8.327213221307694369e+00
8.772308383791809661e+00,1.305463788747245779e+01
7.184667387995313348e+00,1.067311532582869305e+01
3.395158101750814783e+00,9.355931074008317694e+00
7.334285386708594423e-01,1.325523627118152881e+01
6.323122099535010143e+00,9.130226556391063397e+00
9.776931605138404535e+00,1.200355663582987731e+01
7.877288113083169563e+00,1.172219358674685807e+01
2.131860606159814431e+00,1.184121548285464876e+01
7.595715603584595854e+00,1.554000569229285489e+01
4.869645931525985461e+00,1.668662180633351966e+01
3.628766953912538895e+00,9.452940906007082589e+00
8.682506570963832715e-01,1.139672476069240226e+01
4.727717209267279230e-01,1.155548700797878858e+01
8.563992298512294710e+00,1.291675978184717266e+01
1.713164991928610714e+00,1.609543574395413046e+01
1.352251271844298053e+00,1.440641714080250857e+01
4.674241638208660454e+00,9.720214462881191508e+00
4.018673773181129505e+00,9.644898320515462586e+00
1.782488642320332328e+00,1.359486756894254356e+01
2.554269672704696514e+00,1.486921734454551114e+01
4.170210287146716155e+00,1.675071386359049086e+01
2.327327957709521833e+00,1.471409475284144897e+01
7.612465869531601648e+00,1.580353776801125143e+01
6.921994530755711139e+00,1.756098361547846665e+01
2.650493454836968521e+00,1.551626068090720523e+01
3.496772545208250982e+00,9.046189376341963850e+00
6.236322661705191450e+00,9.110553531124393700e+00
1.155611219927332733e+00,1.251063411945395742e+01
